Date,Date2,Open,High,Low,Close
2012-04-20,41019,12964.48,13082.54,12964.25,13029.26
2012-04-23,41022,13028.2,13028.2,12845.58,12927.17
2012-04-24,41023,12927.77,13050.3,12926.49,13001.56
2012-04-25,41024,12997.69,13105.7,12993.6,13090.72
2012-04-26,41025,13090.11,13227.82,13075.96,13204.62
2012-04-27,41026,13204.7,13266.68,13192.21,13228.31
2012-04-30,41029,13228.31,13228.76,13176.01,13213.63
2012-05-01,41030,13214.16,13338.66,13174.65,13279.32
2012-05-02,41031,13278.11,13278.11,13192.21,13268.57
2012-05-03,41032,13267.59,13284.09,13175.64,13206.59
2012-05-04,41033,13204.62,13205,13022.34,13038.27
2012-05-07,41036,13035.85,13049.09,12970,13008.53
2012-05-08,41037,13000.73,13000.73,12810.39,12932.09
2012-05-09,41038,12921.81,12921.81,12748.48,12835.06
2012-05-10,41039,12831.58,12931.71,12820.3,12855.04
2012-05-11,41040,12851.79,12918.01,12779.28,12820.6
2012-05-14,41043,12818.49,12818.86,12661.48,12695.35
2012-05-15,41044,12695.05,12758.43,12608.16,12632
2012-05-16,41045,12617.32,12722.63,12597.34,12598.55
2012-05-17,41046,12598.32,12611.42,12440.52,12442.49
2012-05-18,41047,12443.02,12492.97,12336.76,12369.38
2012-05-21,41050,12369.15,12508.11,12367.72,12504.48
2012-05-22,41051,12505.38,12575.96,12447.33,12502.81
2012-05-23,41052,12501.52,12508.3,12311.56,12496.15
2012-05-24,41053,12491.91,12539.59,12419.63,12529.75
2012-05-25,41054,12530.74,12533.12,12421.53,12454.83
2012-05-29,41058,12454.83,12611.61,12454.6,12580.69
2012-05-30,41059,12579.02,12579.1,12396.4,12419.86
2012-05-31,41060,12414.41,12489.87,12316.48,12393.45
2012-06-01,41061,12391.56,12391.63,12107.48,12118.57
2012-06-04,41064,12119.85,12143.69,12035.09,12101.46
2012-06-05,41065,12101.08,12147.55,12072.17,12127.95
2012-06-06,41066,12125,12414.79,12125,12414.79
2012-06-07,41067,12416.53,12555.26,12416.53,12460.96
2012-06-08,41068,12460.81,12554.2,12398.44,12554.2
2012-06-11,41071,12553.81,12650.47,12398.48,12411.23
2012-06-12,41072,12412.07,12577.02,12411.91,12573.8
2012-06-13,41073,12566.38,12598.25,12453.69,12496.38
2012-06-14,41074,12497.89,12698.68,12497.66,12651.91
2012-06-15,41075,12652.21,12774.7,12651.38,12767.17
2012-06-18,41078,12767.02,12781.93,12696.18,12741.82
2012-06-19,41079,12744.62,12898.94,12744.47,12837.33
2012-06-20,41080,12837.1,12877.18,12744.92,12824.39
2012-06-21,41081,12823.1,12857.39,12561.46,12573.57
2012-06-22,41082,12574.82,12674.08,12574.67,12640.78
2012-06-25,41085,12639.8,12639.87,12458.01,12502.66
2012-06-26,41086,12503.57,12576.41,12452.03,12534.67
2012-06-27,41087,12532.93,12646.87,12532.71,12627.01
2012-06-28,41088,12626.25,12626.25,12450.17,12602.26
